event_id,user_id,event_time,event_type,event_detail,level_id,result,duration
22227,12381,2025-04-10 02:52:25,LEVEL_START,Started level 43,43,,0
22228,10414,2025-04-13 08:38:49,LEVEL_START,Started level 65,65,,0
22229,11133,2025-04-13 19:30:53,LEVEL_FAIL,Failed at 15% progress,57,FAIL,97
22230,10093,2025-04-04 23:29:10,LEVEL_FAIL,Failed at 37% progress,55,FAIL,246
22231,12078,2025-04-08 21:06:16,LEVEL_START,Started level 61,61,,0
22232,12816,2025-03-26 07:34:40,LEVEL_COMPLETE,"Completed with score 6016, stars: 3",57,SUCCESS,136
22233,12360,2025-04-05 21:20:08,LEVEL_FAIL,Failed at 37% progress,25,FAIL,137
22234,11566,2025-04-13 22:53:08,LEVEL_FAIL,Failed at 51% progress,62,FAIL,120
22235,10688,2025-04-20 00:26:03,LEVEL_COMPLETE,"Completed with score 1191, stars: 1",7,SUCCESS,277
22236,10668,2025-04-01 11:58:57,ACHIEVEMENT,Earned achievement: SPEED_MASTER,90,,0
22237,12388,2025-04-20 03:11:39,LEVEL_START,Started level 2,2,,0
22238,12851,2025-03-29 05:20:58,LEVEL_COMPLETE,"Completed with score 7752, stars: 3",64,SUCCESS,299
22239,11093,2025-04-06 13:30:59,LEVEL_COMPLETE,"Completed with score 5459, stars: 1",43,SUCCESS,245
22240,12371,2025-03-29 00:20:13,LEVEL_START,Started level 86,86,,0
22241,10583,2025-04-11 18:40:14,LEVEL_START,Started level 11,11,,0
22242,12703,2025-04-17 04:51:31,LEVEL_START,Started level 94,94,,0
22243,10141,2025-04-16 12:26:07,LEVEL_START,Started level 14,14,,0
22244,12242,2025-04-21 18:03:55,LEVEL_START,Started level 30,30,,0
22245,12595,2025-04-09 18:19:23,LEVEL_COMPLETE,"Completed with score 7120, stars: 3",2,SUCCESS,264
22246,10581,2025-04-08 03:00:49,LEVEL_FAIL,Failed at 12% progress,71,FAIL,58
22247,10036,2025-04-04 20:11:44,ITEM_USE,Used item: TIME_EXTENSION,1,,3
22248,11116,2025-04-23 09:29:21,LEVEL_START,Started level 91,91,,0
22249,10347,2025-04-19 18:24:55,ITEM_USE,Used item: COIN_MULTIPLIER,71,,5
22250,11632,2025-04-08 01:02:09,LEVEL_COMPLETE,"Completed with score 6768, stars: 1",59,SUCCESS,154
22251,12946,2025-04-02 12:21:32,LEVEL_START,Started level 48,48,,0
22252,12156,2025-04-12 05:34:42,LEVEL_FAIL,Failed at 77% progress,2,FAIL,168
22253,12834,2025-04-18 04:45:31,LEVEL_START,Started level 34,34,,0
22254,12416,2025-03-25 00:03:54,LEVEL_COMPLETE,"Completed with score 1221, stars: 2",59,SUCCESS,228
22255,12301,2025-03-30 22:58:04,LEVEL_COMPLETE,"Completed with score 5943, stars: 1",68,SUCCESS,229
22256,10873,2025-04-20 17:21:42,LEVEL_FAIL,Failed at 66% progress,66,FAIL,192
22257,10094,2025-04-21 03:54:24,ITEM_USE,Used item: COIN_MULTIPLIER,14,,2
22258,11950,2025-04-22 07:11:52,LEVEL_COMPLETE,"Completed with score 4009, stars: 1",72,SUCCESS,298
22259,11444,2025-04-20 01:00:54,LEVEL_FAIL,Failed at 26% progress,73,FAIL,42
22260,11315,2025-04-15 21:10:07,LEVEL_START,Started level 51,51,,0
22261,10383,2025-03-31 19:03:09,LEVEL_START,Started level 92,92,,0
22262,10341,2025-04-07 01:42:08,LEVEL_START,Started level 93,93,,0
22263,11882,2025-04-12 22:22:05,LEVEL_FAIL,Failed at 37% progress,1,FAIL,199
22264,12068,2025-04-10 16:21:34,LEVEL_START,Started level 16,16,,0
22265,10343,2025-04-10 17:04:01,LEVEL_COMPLETE,"Completed with score 9777, stars: 1",89,SUCCESS,158
22266,12039,2025-04-23 07:12:06,LEVEL_FAIL,Failed at 26% progress,48,FAIL,73
22267,12380,2025-04-14 20:50:02,LEVEL_START,Started level 66,66,,0
22268,10576,2025-04-06 19:32:09,LEVEL_START,Started level 82,82,,0
22269,12103,2025-04-11 16:46:08,LEVEL_COMPLETE,"Completed with score 7559, stars: 1",87,SUCCESS,156
22270,10615,2025-04-13 17:45:20,LEVEL_START,Started level 39,39,,0
22271,11127,2025-04-22 13:13:32,LEVEL_COMPLETE,"Completed with score 8579, stars: 1",7,SUCCESS,107
22272,10613,2025-04-07 12:10:41,LEVEL_COMPLETE,"Completed with score 1597, stars: 3",100,SUCCESS,203
22273,10078,2025-04-18 15:06:18,LEVEL_COMPLETE,"Completed with score 4952, stars: 3",99,SUCCESS,115
22274,11758,2025-03-31 23:06:38,LEVEL_COMPLETE,"Completed with score 3461, stars: 2",87,SUCCESS,283
22275,11511,2025-04-11 14:22:50,ITEM_USE,Used item: POWER_BOOST,80,,1
22276,10443,2025-03-25 11:55:13,LEVEL_FAIL,Failed at 52% progress,56,FAIL,36
22277,12919,2025-04-06 01:39:04,LEVEL_COMPLETE,"Completed with score 5178, stars: 3",59,SUCCESS,138
22278,10372,2025-04-07 15:24:55,LEVEL_START,Started level 11,11,,0
22279,10148,2025-04-05 10:34:42,LEVEL_COMPLETE,"Completed with score 3256, stars: 3",94,SUCCESS,128
22280,11963,2025-04-02 07:36:50,LEVEL_COMPLETE,"Completed with score 5142, stars: 2",19,SUCCESS,281
22281,12042,2025-04-06 10:27:52,LEVEL_START,Started level 86,86,,0
22282,10287,2025-03-31 22:26:07,ACHIEVEMENT,Earned achievement: SPEED_MASTER,9,,0
22283,10476,2025-04-03 01:37:10,LEVEL_START,Started level 3,3,,0
22284,11194,2025-03-28 14:21:31,LEVEL_COMPLETE,"Completed with score 7333, stars: 1",39,SUCCESS,139
22285,12012,2025-04-04 00:19:17,LEVEL_START,Started level 48,48,,0
22286,11337,2025-04-12 11:44:19,LEVEL_FAIL,Failed at 25% progress,81,FAIL,78
22287,12292,2025-04-13 10:01:36,LEVEL_FAIL,Failed at 83% progress,20,FAIL,272
22288,10161,2025-04-23 12:09:20,ITEM_USE,Used item: SHIELD,9,,5
22289,12207,2025-04-22 14:24:39,LEVEL_START,Started level 18,18,,0
22290,10025,2025-04-04 14:35:51,LEVEL_START,Started level 76,76,,0
22291,10774,2025-04-09 14:14:49,LEVEL_COMPLETE,"Completed with score 2835, stars: 3",63,SUCCESS,264
22292,11485,2025-03-24 21:37:29,LEVEL_FAIL,Failed at 45% progress,62,FAIL,183
22293,12516,2025-04-19 07:13:43,LEVEL_COMPLETE,"Completed with score 1002, stars: 1",75,SUCCESS,251
22294,11024,2025-04-03 17:59:49,LEVEL_FAIL,Failed at 82% progress,16,FAIL,63
22295,11608,2025-04-04 05:17:38,LEVEL_COMPLETE,"Completed with score 7312, stars: 3",69,SUCCESS,52
22296,12956,2025-03-31 17:11:27,LEVEL_START,Started level 63,63,,0
22297,10432,2025-04-17 15:42:58,LEVEL_COMPLETE,"Completed with score 7459, stars: 2",15,SUCCESS,37
22298,12586,2025-04-13 19:56:48,LEVEL_COMPLETE,"Completed with score 8362, stars: 2",24,SUCCESS,252
22299,11646,2025-04-06 02:06:23,LEVEL_FAIL,Failed at 46% progress,36,FAIL,88
22300,12714,2025-04-06 07:21:16,LEVEL_COMPLETE,"Completed with score 5044, stars: 1",62,SUCCESS,182
22301,12748,2025-04-08 00:46:43,LEVEL_START,Started level 13,13,,0
22302,10993,2025-03-30 05:24:22,LEVEL_COMPLETE,"Completed with score 4431, stars: 2",47,SUCCESS,154
22303,10142,2025-04-09 17:17:47,LEVEL_COMPLETE,"Completed with score 4815, stars: 3",43,SUCCESS,85
22304,12996,2025-04-09 18:34:34,ITEM_USE,Used item: POWER_BOOST,18,,5
22305,12990,2025-04-22 21:49:29,LEVEL_COMPLETE,"Completed with score 4118, stars: 1",99,SUCCESS,161
22306,10896,2025-04-08 11:44:57,LEVEL_FAIL,Failed at 58% progress,61,FAIL,54
22307,10483,2025-04-06 06:11:10,LEVEL_START,Started level 78,78,,0
22308,12556,2025-03-24 23:51:01,LEVEL_COMPLETE,"Completed with score 2134, stars: 1",39,SUCCESS,34
22309,11760,2025-04-13 11:09:57,LEVEL_COMPLETE,"Completed with score 3544, stars: 1",80,SUCCESS,117
22310,11652,2025-04-10 22:43:25,LEVEL_START,Started level 6,6,,0
22311,10418,2025-04-13 17:35:11,LEVEL_COMPLETE,"Completed with score 9860, stars: 3",93,SUCCESS,135
22312,11526,2025-04-06 14:18:09,LEVEL_FAIL,Failed at 57% progress,93,FAIL,269
22313,10968,2025-03-25 13:03:59,LEVEL_FAIL,Failed at 17% progress,29,FAIL,189
22314,12252,2025-03-27 16:31:46,LEVEL_START,Started level 18,18,,0
22315,12465,2025-04-20 07:54:39,LEVEL_FAIL,Failed at 53% progress,59,FAIL,112
22316,10071,2025-04-03 13:38:40,LEVEL_START,Started level 72,72,,0
22317,10542,2025-04-08 03:53:50,LEVEL_COMPLETE,"Completed with score 9455, stars: 2",32,SUCCESS,54
22318,12015,2025-03-24 21:03:58,ITEM_USE,Used item: TIME_EXTENSION,24,,1
22319,12713,2025-04-21 18:06:33,LEVEL_START,Started level 4,4,,0
22320,11087,2025-03-25 01:18:18,LEVEL_START,Started level 23,23,,0
22321,10780,2025-04-21 23:37:42,LEVEL_COMPLETE,"Completed with score 7429, stars: 2",15,SUCCESS,62
22322,12060,2025-04-13 05:40:16,LEVEL_START,Started level 27,27,,0
22323,11813,2025-03-28 23:08:50,LEVEL_COMPLETE,"Completed with score 5283, stars: 3",57,SUCCESS,261
22324,10950,2025-04-13 13:21:43,LEVEL_START,Started level 38,38,,0
22325,12135,2025-04-12 23:43:28,LEVEL_FAIL,Failed at 84% progress,1,FAIL,86
22326,10545,2025-04-14 03:59:38,LEVEL_START,Started level 9,9,,0
22327,12553,2025-04-21 06:17:39,ACHIEVEMENT,Earned achievement: LEVEL_MASTER,26,,0
22328,12508,2025-04-17 11:58:08,LEVEL_COMPLETE,"Completed with score 9392, stars: 2",69,SUCCESS,185
22329,12580,2025-04-01 01:20:10,LEVEL_FAIL,Failed at 36% progress,65,FAIL,236
22330,11710,2025-04-12 11:15:17,LEVEL_COMPLETE,"Completed with score 5263, stars: 1",68,SUCCESS,77
22331,10989,2025-04-23 01:19:45,LEVEL_START,Started level 5,5,,0
22332,12915,2025-04-20 07:47:53,LEVEL_COMPLETE,"Completed with score 4444, stars: 3",96,SUCCESS,41
22333,11518,2025-04-22 00:28:11,LEVEL_START,Started level 24,24,,0
22334,12508,2025-04-20 14:46:39,LEVEL_FAIL,Failed at 27% progress,67,FAIL,252
22335,12748,2025-04-11 17:28:42,LEVEL_COMPLETE,"Completed with score 3174, stars: 1",52,SUCCESS,143
22336,10628,2025-03-28 05:54:31,LEVEL_FAIL,Failed at 38% progress,30,FAIL,162
22337,12643,2025-04-20 21:35:22,LEVEL_COMPLETE,"Completed with score 8261, stars: 2",78,SUCCESS,235
22338,10678,2025-04-17 19:34:08,ACHIEVEMENT,Earned achievement: SPEED_MASTER,79,,0
22339,11467,2025-04-06 05:29:44,ITEM_USE,Used item: SHIELD,4,,5
22340,11989,2025-04-03 20:15:08,LEVEL_FAIL,Failed at 28% progress,37,FAIL,182
22341,12049,2025-04-02 07:21:36,LEVEL_FAIL,Failed at 76% progress,19,FAIL,225
22342,11158,2025-04-04 02:30:58,LEVEL_COMPLETE,"Completed with score 9568, stars: 2",40,SUCCESS,77
22343,11215,2025-03-31 03:56:34,LEVEL_START,Started level 73,73,,0
22344,12500,2025-04-13 23:54:05,LEVEL_COMPLETE,"Completed with score 6855, stars: 2",15,SUCCESS,177
22345,10221,2025-03-30 14:12:58,LEVEL_COMPLETE,"Completed with score 3290, stars: 1",52,SUCCESS,126
22346,10509,2025-04-19 15:21:21,LEVEL_COMPLETE,"Completed with score 5608, stars: 3",20,SUCCESS,88
22347,11296,2025-04-08 01:11:52,LEVEL_FAIL,Failed at 76% progress,45,FAIL,81
22348,10468,2025-04-06 05:29:15,LEVEL_START,Started level 75,75,,0
22349,11219,2025-03-31 21:37:19,LEVEL_START,Started level 55,55,,0
22350,12127,2025-03-27 15:00:52,LEVEL_FAIL,Failed at 65% progress,1,FAIL,53
22351,12135,2025-04-05 11:12:49,LEVEL_FAIL,Failed at 38% progress,34,FAIL,181
22352,10560,2025-04-10 07:42:11,LEVEL_START,Started level 44,44,,0
22353,11347,2025-04-22 23:48:32,LEVEL_COMPLETE,"Completed with score 5770, stars: 2",30,SUCCESS,175
22354,11996,2025-04-12 08:30:13,LEVEL_FAIL,Failed at 55% progress,18,FAIL,272
22355,12611,2025-04-04 03:34:19,LEVEL_FAIL,Failed at 65% progress,91,FAIL,83
22356,11498,2025-03-31 22:14:15,LEVEL_START,Started level 86,86,,0
22357,11625,2025-04-17 20:34:14,LEVEL_COMPLETE,"Completed with score 1028, stars: 3",2,SUCCESS,259
22358,11598,2025-03-29 17:08:14,LEVEL_FAIL,Failed at 27% progress,53,FAIL,237
22359,12522,2025-04-21 09:22:29,LEVEL_COMPLETE,"Completed with score 1031, stars: 2",94,SUCCESS,92
22360,10527,2025-04-21 21:42:13,ACHIEVEMENT,Earned achievement: FIRST_WIN,2,,0
22361,11990,2025-03-25 08:55:09,LEVEL_COMPLETE,"Completed with score 4754, stars: 2",10,SUCCESS,74
22362,12242,2025-04-15 22:13:54,ITEM_USE,Used item: TIME_EXTENSION,17,,2
22363,11481,2025-04-03 12:47:57,LEVEL_FAIL,Failed at 89% progress,53,FAIL,122
22364,11149,2025-03-24 16:36:24,LEVEL_START,Started level 53,53,,0
22365,10356,2025-04-11 18:37:23,LEVEL_START,Started level 52,52,,0
22366,11050,2025-04-23 02:33:44,ITEM_USE,Used item: POWER_BOOST,96,,3
22367,10586,2025-04-04 04:29:48,LEVEL_START,Started level 99,99,,0
22368,12261,2025-04-12 12:38:00,LEVEL_START,Started level 37,37,,0
22369,10551,2025-04-11 18:41:33,LEVEL_FAIL,Failed at 74% progress,40,FAIL,287
22370,11917,2025-04-16 08:23:52,LEVEL_START,Started level 14,14,,0
22371,10637,2025-04-19 20:54:54,LEVEL_COMPLETE,"Completed with score 5465, stars: 2",18,SUCCESS,245
22372,10338,2025-04-20 08:56:02,LEVEL_FAIL,Failed at 72% progress,33,FAIL,87
22373,11032,2025-04-02 15:07:08,LEVEL_START,Started level 41,41,,0
22374,10381,2025-03-30 23:41:46,LEVEL_START,Started level 94,94,,0
22375,11179,2025-03-31 02:49:42,LEVEL_START,Started level 30,30,,0
22376,12561,2025-04-19 23:21:51,LEVEL_COMPLETE,"Completed with score 5235, stars: 1",80,SUCCESS,258
22377,10572,2025-04-20 04:20:33,LEVEL_START,Started level 2,2,,0
22378,12617,2025-04-15 13:08:03,LEVEL_FAIL,Failed at 29% progress,57,FAIL,94
22379,11580,2025-04-04 22:51:45,ITEM_USE,Used item: POWER_BOOST,28,,5
22380,11061,2025-04-11 11:43:09,LEVEL_START,Started level 90,90,,0
22381,10717,2025-04-19 17:01:10,LEVEL_FAIL,Failed at 14% progress,69,FAIL,274
22382,11572,2025-03-25 10:31:54,LEVEL_FAIL,Failed at 43% progress,71,FAIL,65
22383,11264,2025-04-04 06:04:16,LEVEL_COMPLETE,"Completed with score 4355, stars: 1",42,SUCCESS,238
22384,10298,2025-04-03 09:00:28,LEVEL_FAIL,Failed at 81% progress,51,FAIL,36
22385,11226,2025-03-27 02:31:54,LEVEL_FAIL,Failed at 22% progress,27,FAIL,218
22386,10427,2025-04-06 17:16:43,LEVEL_START,Started level 28,28,,0
22387,10735,2025-04-01 15:57:36,ACHIEVEMENT,Earned achievement: FIRST_WIN,6,,0
22388,10192,2025-04-02 17:54:46,LEVEL_FAIL,Failed at 14% progress,17,FAIL,189
22389,12336,2025-03-24 20:52:05,LEVEL_FAIL,Failed at 72% progress,89,FAIL,35
22390,11909,2025-04-12 02:17:20,LEVEL_FAIL,Failed at 69% progress,9,FAIL,253
22391,10881,2025-04-06 01:09:18,LEVEL_FAIL,Failed at 14% progress,37,FAIL,241
22392,12611,2025-04-05 01:22:31,LEVEL_COMPLETE,"Completed with score 6096, stars: 3",78,SUCCESS,113
22393,11204,2025-04-03 08:10:02,LEVEL_COMPLETE,"Completed with score 7516, stars: 1",26,SUCCESS,184
22394,10144,2025-04-11 19:48:10,LEVEL_FAIL,Failed at 72% progress,64,FAIL,215
22395,10979,2025-04-22 19:50:21,LEVEL_START,Started level 19,19,,0
22396,10234,2025-03-31 13:18:22,LEVEL_START,Started level 60,60,,0
22397,10815,2025-03-28 23:44:06,LEVEL_COMPLETE,"Completed with score 8000, stars: 2",86,SUCCESS,151
22398,11903,2025-04-04 11:13:20,LEVEL_COMPLETE,"Completed with score 9137, stars: 2",78,SUCCESS,295
22399,11600,2025-03-26 11:57:24,ITEM_USE,Used item: POWER_BOOST,41,,3
22400,12206,2025-04-18 17:36:33,LEVEL_FAIL,Failed at 90% progress,32,FAIL,113
22401,11250,2025-04-11 06:22:28,LEVEL_COMPLETE,"Completed with score 3116, stars: 2",19,SUCCESS,35
22402,12077,2025-03-29 11:07:52,LEVEL_FAIL,Failed at 16% progress,62,FAIL,213
22403,12103,2025-04-14 22:06:16,LEVEL_COMPLETE,"Completed with score 2976, stars: 1",52,SUCCESS,291
22404,11535,2025-03-27 16:43:53,LEVEL_FAIL,Failed at 78% progress,62,FAIL,296
22405,11750,2025-04-20 05:37:45,LEVEL_START,Started level 41,41,,0
22406,10629,2025-03-24 23:39:37,ITEM_USE,Used item: TIME_EXTENSION,16,,3
22407,12502,2025-04-05 22:29:30,LEVEL_FAIL,Failed at 52% progress,59,FAIL,117
22408,10292,2025-03-30 02:50:54,LEVEL_COMPLETE,"Completed with score 7519, stars: 2",75,SUCCESS,107
22409,11138,2025-03-29 02:07:45,LEVEL_COMPLETE,"Completed with score 5190, stars: 3",36,SUCCESS,279
22410,10121,2025-03-26 01:08:26,LEVEL_FAIL,Failed at 82% progress,66,FAIL,98
22411,12435,2025-04-05 18:15:45,LEVEL_START,Started level 71,71,,0
22412,11308,2025-04-14 20:34:12,LEVEL_START,Started level 73,73,,0
22413,12650,2025-04-04 04:18:00,LEVEL_COMPLETE,"Completed with score 8701, stars: 1",7,SUCCESS,298
22414,11726,2025-04-09 21:23:53,LEVEL_START,Started level 66,66,,0
22415,10798,2025-03-30 05:36:01,LEVEL_COMPLETE,"Completed with score 9671, stars: 2",23,SUCCESS,174
22416,10688,2025-04-09 05:03:20,ACHIEVEMENT,Earned achievement: COMBO_MASTER,60,,0
22417,11310,2025-04-15 10:01:23,LEVEL_COMPLETE,"Completed with score 4316, stars: 1",55,SUCCESS,161
22418,10340,2025-03-29 13:17:58,LEVEL_COMPLETE,"Completed with score 8028, stars: 2",91,SUCCESS,117
22419,12480,2025-04-12 02:35:28,LEVEL_COMPLETE,"Completed with score 7454, stars: 2",80,SUCCESS,52
22420,11508,2025-04-05 23:32:19,LEVEL_START,Started level 84,84,,0
22421,12517,2025-04-20 18:01:27,LEVEL_COMPLETE,"Completed with score 6802, stars: 1",21,SUCCESS,166
22422,12456,2025-04-03 20:51:46,LEVEL_FAIL,Failed at 30% progress,95,FAIL,43
22423,12641,2025-04-19 09:55:12,LEVEL_FAIL,Failed at 70% progress,21,FAIL,191
22424,10015,2025-04-06 14:17:07,LEVEL_FAIL,Failed at 47% progress,67,FAIL,80
22425,11259,2025-04-03 14:07:38,LEVEL_FAIL,Failed at 28% progress,13,FAIL,136
22426,11662,2025-04-13 14:12:01,LEVEL_COMPLETE,"Completed with score 7503, stars: 3",62,SUCCESS,159
22427,11903,2025-04-18 06:21:44,ITEM_USE,Used item: SHIELD,83,,3
22428,10813,2025-04-13 09:04:45,LEVEL_START,Started level 58,58,,0
22429,12207,2025-03-28 13:43:25,LEVEL_START,Started level 11,11,,0
22430,10104,2025-04-07 06:39:11,LEVEL_COMPLETE,"Completed with score 2295, stars: 1",43,SUCCESS,290
22431,12786,2025-04-07 14:46:21,LEVEL_FAIL,Failed at 63% progress,49,FAIL,106
22432,11232,2025-04-21 08:25:45,ITEM_USE,Used item: SHIELD,58,,2
22433,11635,2025-03-27 12:56:23,LEVEL_START,Started level 30,30,,0
22434,10721,2025-04-05 16:48:52,LEVEL_FAIL,Failed at 10% progress,60,FAIL,133
22435,10332,2025-04-22 00:04:37,LEVEL_COMPLETE,"Completed with score 4939, stars: 1",86,SUCCESS,221
22436,11731,2025-04-06 06:01:24,LEVEL_COMPLETE,"Completed with score 9892, stars: 3",59,SUCCESS,282
22437,11806,2025-03-24 17:19:57,LEVEL_FAIL,Failed at 23% progress,79,FAIL,91
22438,11796,2025-04-05 04:06:42,LEVEL_COMPLETE,"Completed with score 1388, stars: 2",61,SUCCESS,142
22439,10485,2025-04-21 05:16:06,LEVEL_START,Started level 69,69,,0
22440,11145,2025-04-16 07:02:39,LEVEL_START,Started level 35,35,,0
22441,11942,2025-04-21 21:38:05,LEVEL_START,Started level 81,81,,0
22442,12215,2025-04-16 21:28:54,LEVEL_COMPLETE,"Completed with score 9672, stars: 2",2,SUCCESS,227
22443,11684,2025-04-13 21:03:13,LEVEL_FAIL,Failed at 22% progress,94,FAIL,123
22444,12347,2025-03-26 11:13:35,LEVEL_START,Started level 39,39,,0
22445,10993,2025-04-02 04:47:24,LEVEL_COMPLETE,"Completed with score 9572, stars: 2",68,SUCCESS,39
22446,10355,2025-04-05 05:14:27,LEVEL_START,Started level 46,46,,0
22447,10086,2025-04-01 11:55:21,LEVEL_START,Started level 87,87,,0
22448,11562,2025-04-01 21:37:54,LEVEL_START,Started level 4,4,,0
22449,10939,2025-04-11 12:51:46,LEVEL_START,Started level 70,70,,0
22450,12756,2025-04-06 07:33:01,LEVEL_COMPLETE,"Completed with score 5589, stars: 1",9,SUCCESS,136
22451,12248,2025-04-17 04:19:34,LEVEL_COMPLETE,"Completed with score 2431, stars: 2",53,SUCCESS,64
22452,10316,2025-04-07 19:58:30,LEVEL_FAIL,Failed at 55% progress,4,FAIL,192
22453,12881,2025-04-18 08:30:47,LEVEL_FAIL,Failed at 89% progress,26,FAIL,40
22454,12688,2025-04-06 15:34:31,LEVEL_FAIL,Failed at 33% progress,97,FAIL,294
22455,11368,2025-03-30 22:38:29,LEVEL_FAIL,Failed at 49% progress,72,FAIL,74
22456,12832,2025-04-08 03:35:05,LEVEL_START,Started level 86,86,,0
22457,11397,2025-04-06 00:36:52,LEVEL_START,Started level 21,21,,0
22458,12104,2025-04-14 03:13:16,LEVEL_START,Started level 78,78,,0
22459,10511,2025-04-07 02:13:19,LEVEL_START,Started level 3,3,,0
22460,10436,2025-04-03 15:12:08,LEVEL_COMPLETE,"Completed with score 8956, stars: 1",37,SUCCESS,32
22461,12221,2025-04-20 08:56:14,LEVEL_COMPLETE,"Completed with score 4198, stars: 2",76,SUCCESS,59
22462,10742,2025-04-14 10:30:50,LEVEL_FAIL,Failed at 15% progress,65,FAIL,40
22463,11758,2025-04-09 13:51:11,ITEM_USE,Used item: POWER_BOOST,74,,4
22464,10983,2025-03-30 16:10:41,LEVEL_START,Started level 3,3,,0
22465,10399,2025-04-01 10:49:01,LEVEL_COMPLETE,"Completed with score 2102, stars: 3",4,SUCCESS,118
22466,12429,2025-04-16 14:28:21,LEVEL_FAIL,Failed at 18% progress,96,FAIL,90
22467,12726,2025-03-29 12:11:31,LEVEL_FAIL,Failed at 46% progress,26,FAIL,167
22468,11683,2025-03-31 16:08:37,LEVEL_COMPLETE,"Completed with score 8522, stars: 3",67,SUCCESS,80
22469,10689,2025-04-05 14:45:22,LEVEL_COMPLETE,"Completed with score 3359, stars: 3",68,SUCCESS,133
22470,11331,2025-03-28 15:30:33,LEVEL_COMPLETE,"Completed with score 4394, stars: 3",99,SUCCESS,250
22471,10321,2025-04-22 00:28:35,LEVEL_COMPLETE,"Completed with score 4480, stars: 2",84,SUCCESS,40
22472,12098,2025-04-08 01:00:04,LEVEL_COMPLETE,"Completed with score 3423, stars: 1",66,SUCCESS,128
22473,12894,2025-04-14 22:53:15,ACHIEVEMENT,Earned achievement: SPEED_MASTER,45,,0
22474,11889,2025-03-27 07:03:18,LEVEL_START,Started level 1,1,,0
22475,11361,2025-04-01 23:38:16,LEVEL_COMPLETE,"Completed with score 3428, stars: 3",64,SUCCESS,247
22476,10739,2025-04-15 09:43:06,LEVEL_COMPLETE,"Completed with score 6824, stars: 2",60,SUCCESS,184
22477,12033,2025-04-02 04:36:18,ITEM_USE,Used item: POWER_BOOST,6,,4
22478,11317,2025-03-29 15:50:56,LEVEL_START,Started level 15,15,,0
22479,11206,2025-04-03 20:42:32,LEVEL_COMPLETE,"Completed with score 2832, stars: 2",44,SUCCESS,107
22480,10572,2025-04-15 18:05:40,LEVEL_START,Started level 80,80,,0
22481,11173,2025-04-01 03:43:32,LEVEL_COMPLETE,"Completed with score 9772, stars: 2",74,SUCCESS,132
22482,10164,2025-04-03 22:33:29,LEVEL_COMPLETE,"Completed with score 5062, stars: 2",33,SUCCESS,113
22483,10287,2025-04-22 01:44:00,LEVEL_COMPLETE,"Completed with score 4989, stars: 1",22,SUCCESS,255
22484,12675,2025-04-23 00:13:47,LEVEL_COMPLETE,"Completed with score 3538, stars: 2",50,SUCCESS,262
22485,12689,2025-03-30 09:24:10,LEVEL_START,Started level 35,35,,0
22486,10567,2025-04-04 10:32:42,LEVEL_START,Started level 81,81,,0
22487,11380,2025-04-15 06:35:52,LEVEL_START,Started level 44,44,,0
22488,12048,2025-04-10 23:34:37,LEVEL_COMPLETE,"Completed with score 8411, stars: 3",53,SUCCESS,82
22489,11229,2025-04-04 04:06:52,LEVEL_FAIL,Failed at 65% progress,32,FAIL,49
22490,11713,2025-04-06 20:39:57,LEVEL_COMPLETE,"Completed with score 1423, stars: 1",23,SUCCESS,75
22491,10765,2025-04-08 01:24:31,LEVEL_START,Started level 60,60,,0
22492,12837,2025-04-01 20:03:04,LEVEL_COMPLETE,"Completed with score 4204, stars: 1",30,SUCCESS,46
22493,11623,2025-04-02 10:03:37,LEVEL_START,Started level 69,69,,0
22494,12919,2025-04-08 10:43:27,LEVEL_START,Started level 95,95,,0
22495,11212,2025-03-31 15:26:56,ITEM_USE,Used item: POWER_BOOST,35,,2
22496,11822,2025-03-29 18:38:44,LEVEL_FAIL,Failed at 58% progress,32,FAIL,235
22497,12336,2025-04-23 06:57:16,LEVEL_COMPLETE,"Completed with score 2165, stars: 1",26,SUCCESS,182
22498,10788,2025-04-11 04:43:23,LEVEL_START,Started level 73,73,,0
22499,12888,2025-04-16 11:31:34,LEVEL_COMPLETE,"Completed with score 5050, stars: 2",12,SUCCESS,218
22500,11658,2025-04-07 07:42:27,LEVEL_FAIL,Failed at 80% progress,2,FAIL,225
22501,10826,2025-04-02 05:12:00,LEVEL_START,Started level 22,22,,0
22502,11150,2025-03-25 02:16:59,LEVEL_COMPLETE,"Completed with score 4775, stars: 1",58,SUCCESS,120
22503,10683,2025-04-16 04:42:31,LEVEL_COMPLETE,"Completed with score 4264, stars: 3",2,SUCCESS,265
22504,11620,2025-03-29 16:18:55,LEVEL_FAIL,Failed at 49% progress,31,FAIL,217
22505,10044,2025-04-20 19:03:27,LEVEL_START,Started level 91,91,,0
22506,12540,2025-04-12 20:51:21,LEVEL_START,Started level 97,97,,0
22507,10707,2025-04-23 08:44:13,LEVEL_START,Started level 38,38,,0
22508,12993,2025-03-27 08:55:06,LEVEL_COMPLETE,"Completed with score 9628, stars: 1",58,SUCCESS,229
22509,10264,2025-03-28 06:17:22,LEVEL_START,Started level 71,71,,0
22510,12588,2025-04-15 07:15:55,LEVEL_START,Started level 94,94,,0
22511,10505,2025-04-14 12:48:29,LEVEL_START,Started level 22,22,,0
22512,10659,2025-03-31 19:12:35,LEVEL_COMPLETE,"Completed with score 9712, stars: 2",87,SUCCESS,120
22513,12069,2025-04-01 18:24:31,LEVEL_COMPLETE,"Completed with score 3549, stars: 2",12,SUCCESS,167
